TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON
1610612748,Miami Heat,89,57,32,0.64,4255.0,3472,7476,0.464,1178,3133,0.376,1505,1874,0.803,886,2987,3873,2218,1315.0,668,295,360,1826,1824,9627,373.0,3,3,68,20,4,18,24,49,6,13,26,12,16,17,17,14,12,7,93,13,30,69,91,2,15,6,2021-22
1610612749,Milwaukee Bucks,87,52,35,0.598,4151.0,3572,7696,0.464,1190,3303,0.36,1542,1986,0.776,899,3133,4032,2044,1194.0,662,347,384,1596,1726,9876,228.0,8,8,73,28,22,7,9,51,4,5,38,6,9,31,14,2,2,19,76,15,27,75,68,15,4,13,2021-22
1611661324,Minnesota Lynx,32,22,10,0.688,1290.0,982,2146,0.458,216,635,0.34,467,558,0.837,233,885,1118,653,467.0,217,131,134,561,559,2647,128.0,43,35,11,10,62,62,66,64,89,73,71,33,36,4,67,62,65,62,36,65,64,37,31,64,62,29,2021-22
1610612750,Minnesota Timberwolves,87,50,37,0.575,4158.0,3564,7816,0.456,1248,3514,0.355,1549,2001,0.774,970,2844,3814,2191,1255.0,763,478,420,1894,1817,9925,239.0,8,11,76,33,15,11,5,65,2,1,48,4,8,32,6,25,19,8,87,4,5,84,94,3,3,11,2021-22
1612709932,Motor City Cruise,32,22,10,0.688,1540.0,1353,2915,0.464,383,1157,0.331,395,518,0.763,383,1205,1588,812,519.0,246,168,171,618,672,3712,152.0,43,35,11,10,49,42,46,50,45,44,81,43,46,41,43,32,35,49,52,57,42,55,44,39,41,23,2021-22
218,NetsGC,28,16,12,0.571,672.0,907,1449,0.626,358,671,0.534,103,152,0.678,180,341,521,606,199.0,167,64,77,318,300,2275,75.0,71,57,22,35,80,69,71,3,52,65,2,86,85,93,78,76,77,66,20,73,92,14,18,85,72,35,2021-22
1610612740,New Orleans Pelicans,87,41,46,0.471,4153.0,3459,7593,0.456,916,2771,0.331,1556,1979,0.786,1025,2898,3923,2157,1227.0,729,361,408,1710,1772,9390,-7.0,8,19,84,55,21,19,17,66,28,25,83,2,10,23,3,23,11,10,81,7,25,79,80,8,21,54,2021-22
1610612752,New York Knicks,88,41,47,0.466,4196.0,3285,7521,0.437,1167,3252,0.359,1552,2077,0.747,993,3010,4003,1910,1164.0,610,420,410,1792,1780,9289,19.0,7,19,85,58,7,29,20,85,7,6,40,3,2,54,4,11,6,28,74,27,14,81,90,7,23,47,2021-22
1611661313,New York Liberty,32,12,20,0.375,1285.0,904,2115,0.427,321,887,0.362,382,470,0.813,199,868,1067,615,542.0,195,122,135,572,549,2511,-225.0,43,76,51,74,68,70,67,89,63,59,36,47,56,10,71,63,68,65,59,70,66,38,34,66,68,81,2021-22
1612709889,Oklahoma City Blue,35,15,20,0.429,1688.0,1428,3102,0.46,408,1190,0.343,380,527,0.721,393,1286,1679,885,588.0,316,168,194,706,708,3896,81.0,31,61,51,64,31,35,34,57,41,41,68,49,42,72,41,31,32,35,63,36,42,59,61,36,33,34,2021-22
1610612760,Oklahoma City Thunder,87,26,61,0.299,4161.0,3292,7689,0.428,1030,3212,0.321,1294,1723,0.751,907,3041,3948,1905,1215.0,651,399,525,1577,1558,8908,-694.0,8,27,92,83,14,27,11,88,18,9,89,30,28,52,12,7,8,29,80,16,18,94,67,30,30,94,2021-22
1610612753,Orlando Magic,87,24,63,0.276,4158.0,3284,7624,0.431,1054,3185,0.331,1338,1708,0.783,803,3028,3831,2037,1261.0,592,391,453,1705,1613,8960,-689.0,8,30,94,86,15,30,14,86,15,11,82,28,29,27,27,9,17,21,89,29,20,91,78,26,29,92,2021-22
220,Pacers Gaming,26,18,8,0.692,630.0,798,1348,0.592,327,652,0.502,126,166,0.759,217,315,532,469,159.0,164,74,85,305,325,2049,167.0,89,47,6,9,89,81,77,16,61,69,11,73,77,47,69,85,73,90,7,74,84,19,14,72,76,20,2021-22
1610612755,Philadelphia 76ers,87,54,33,0.621,4165.0,3405,7328,0.465,989,2756,0.359,1686,2066,0.816,757,2907,3664,2035,1093.0,684,468,405,1685,1711,9485,226.0,8,6,70,25,12,23,29,47,24,27,41,1,3,9,30,21,29,22,67,10,6,77,76,17,18,15,2021-22
1611661317,Phoenix Mercury,32,19,13,0.594,1290.0,945,2102,0.45,241,697,0.346,495,620,0.798,255,903,1158,631,439.0,152,167,109,521,583,2626,82.0,43,45,25,31,62,65,69,75,86,63,60,32,32,20,65,61,61,64,30,77,46,26,28,61,63,33,2021-22
1610612756,Phoenix Suns,87,66,21,0.759,4146.0,3714,7776,0.478,994,2771,0.359,1377,1726,0.798,878,3060,3938,2325,1129.0,738,377,351,1714,1651,9799,620.0,8,1,56,4,25,3,7,28,22,25,42,24,27,21,18,6,10,5,71,6,22,67,81,25,6,2,2021-22
221,Pistons GT,26,15,11,0.577,627.0,773,1272,0.608,324,640,0.506,118,162,0.728,152,326,478,490,178.0,131,72,65,254,323,1988,2.0,89,61,18,32,91,85,90,11,62,72,8,80,81,68,90,80,85,82,11,87,85,6,4,74,84,51,2021-22
1610612757,Portland Trail Blazers,87,29,58,0.333,4146.0,3318,7506,0.442,1085,3152,0.344,1395,1832,0.761,896,2803,3699,1967,1268.0,694,392,440,1831,1674,9116,-746.0,8,25,90,79,25,26,22,80,14,12,64,22,22,45,15,28,27,26,90,9,19,88,92,23,27,95,2021-22
1612709920,Raptors 905,32,24,8,0.75,1538.0,1348,2962,0.455,376,1108,0.339,374,506,0.739,444,1170,1614,818,521.0,287,152,234,761,653,3678,228.0,43,30,6,5,52,44,43,67,47,48,72,50,48,58,33,39,34,47,53,42,52,64,65,44,43,13,2021-22
222,Raptors Uprising GC,28,9,19,0.321,684.0,786,1300,0.605,253,521,0.486,131,175,0.749,164,352,516,478,244.0,131,82,59,310,314,1956,-196.0,71,83,47,82,72,82,84,13,84,92,15,72,73,53,82,73,80,87,25,87,80,3,15,81,87,78,2021-22
1612709908,Rio Grande Valley Vipers,34,24,10,0.706,1648.0,1515,3238,0.468,504,1438,0.35,421,571,0.737,556,1186,1742,914,620.0,340,216,236,752,780,4232,336.0,33,30,11,8,34,31,31,37,31,31,54,40,33,60,31,35,31,33,65,33,32,65,63,32,31,7,2021-22
1610612758,Sacramento Kings,89,35,54,0.393,4243.0,3555,7767,0.458,991,2911,0.34,1545,2026,0.763,867,2922,3789,2048,1247.0,677,391,431,1693,1787,9646,-377.0,3,23,88,71,5,12,8,63,23,22,70,5,5,40,21,20,22,18,86,11,20,85,77,5,13,89,2021-22
1612709903,Salt Lake City Stars,32,9,23,0.281,1542.0,1298,2876,0.451,372,1099,0.338,322,437,0.737,335,1046,1381,732,468.0,267,147,158,628,638,3493,-213.0,43,83,60,85,47,53,48,71,51,50,74,64,66,61,51,56,53,57,37,49,56,45,46,47,57,79,2021-22
1610612759,San Antonio Spurs,90,35,55,0.389,4281.0,3796,8213,0.462,988,2860,0.345,1363,1806,0.755,966,3041,4007,2422,1151.0,676,443,433,1637,1683,9943,-81.0,1,23,89,73,1,2,2,53,25,23,61,27,24,49,7,7,3,1,72,12,9,86,73,20,2,67,2021-22
1612709902,Santa Cruz Warriors,32,15,17,0.469,1548.133333,1330,2893,0.46,390,1220,0.32,351,439,0.8,370,1118,1488,905,539.0,250,158,154,675,610,3606,-79.0,43,61,40,56,44,48,47,58,44,38,90,55,65,19,47,46,47,34,58,54,48,43,53,52,47,66,2021-22
1611661328,Seattle Storm,32,21,11,0.656,1305.0,992,2203,0.45,275,725,0.379,455,542,0.839,229,909,1138,682,413.0,244,135,116,497,548,2714,142.0,43,39,18,18,59,60,64,73,80,62,25,36,41,3,68,60,63,59,29,59,60,29,27,67,60,27,2021-22
1612709904,Sioux Falls Skyforce,35,14,21,0.4,1680.0,1364,3027,0.451,411,1171,0.351,383,525,0.73,334,1149,1483,841,531.0,321,149,164,698,760,3778,-124.0,31,70,56,70,32,40,38,72,39,42,53,46,44,67,52,44,48,44,55,35,53,50,60,33,38,73,2021-22
1612709905,South Bay Lakers,32,21,11,0.656,1544.0,1435,2975,0.482,348,1032,0.337,355,455,0.78,403,1069,1472,880,514.0,332,190,194,696,596,3784,152.0,43,39,18,18,45,34,40,24,57,53,76,53,61,29,38,53,50,36,51,34,35,59,58,58,37,23,2021-22
1612709914,Stockton Kings,33,15,18,0.455,1588.0,1349,2836,0.476,342,984,0.348,296,403,0.734,322,1037,1359,816,479.0,299,168,130,612,608,3508,-22.0,38,61,45,60,39,43,50,29,60,56,57,70,69,63,53,57,55,48,41,38,42,33,41,54,55,58,2021-22
227,T-Wolves Gaming,27,20,7,0.741,660.0,899,1366,0.658,376,662,0.568,126,170,0.741,155,363,518,670,203.0,198,96,64,338,303,2300,261.0,81,42,5,7,81,71,74,1,47,67,1,73,74,57,88,71,78,60,22,69,72,5,23,83,71,10,2021-22
1612709918,Texas Legends,34,19,15,0.559,1638.0,1370,3021,0.453,401,1153,0.348,344,461,0.746,394,1112,1506,850,505.0,271,180,192,613,606,3705,-120.0,33,45,31,38,36,39,39,69,42,45,56,58,57,55,40,48,44,41,49,48,39,58,42,55,42,70,2021-22
1610612761,Toronto Raptors,87,52,35,0.598,4171.0,3494,7893,0.443,1027,2956,0.347,1386,1843,0.752,1165,2781,3946,1887,1100.0,793,420,448,1707,1654,9401,223.0,8,8,73,28,11,16,3,79,19,20,58,23,19,51,2,30,9,30,69,2,14,90,79,24,20,16,2021-22
1610612762,Utah Jazz,87,52,35,0.598,4150.0,3479,7416,0.469,1235,3448,0.358,1539,2021,0.762,934,3072,4006,1920,1230.0,624,429,370,1641,1746,9732,512.0,8,8,73,28,24,17,26,36,3,3,43,8,7,44,10,5,5,27,82,21,12,72,74,11,9,3,2021-22
1810612762,Utah Jazz Blue,3,1,2,0.333,120.0,78,229,0.341,18,77,0.234,34,40,0.85,36,86,122,32,51.0,20,13,22,45,45,208,-33.0,94,95,2,79,94,95,94,95,95,95,95,94,94,1,94,95,95,95,2,95,95,2,2,94,95,60,2021-22
1710612762,Utah Jazz White,3,3,0,1.0,120.0,104,223,0.466,31,90,0.344,25,31,0.806,32,111,143,62,42.0,23,16,11,26,38,264,66.0,94,93,1,1,94,94,95,42,94,94,63,95,95,16,95,94,94,94,1,94,94,1,1,95,94,37,2021-22
229,Warriors Gaming Squad,27,17,10,0.63,657.0,804,1280,0.628,289,561,0.515,119,166,0.717,159,300,459,555,188.0,142,72,85,271,321,2016,70.0,81,52,11,22,82,77,88,2,72,87,5,78,77,75,86,92,91,71,16,82,85,19,6,76,78,36,2021-22
1611661322,Washington Mystics,32,12,20,0.375,1285.0,908,2215,0.41,288,878,0.328,449,556,0.808,260,805,1065,596,412.0,222,99,114,551,557,2553,-123.0,43,76,51,74,68,68,63,94,73,60,84,37,38,14,64,67,69,67,28,63,70,28,30,65,65,71,2021-22
1610612764,Washington Wizards,86,36,50,0.419,4130.0,3438,7351,0.468,893,2646,0.337,1452,1855,0.783,773,2925,3698,2119,1152.0,569,439,368,1629,1711,9221,-293.0,30,22,86,67,30,21,27,39,30,29,75,16,17,28,29,17,28,15,73,30,10,71,69,17,26,86,2021-22
